Group,Volume
F_ALL,4.472603653434614
F_ALL,4.676696486904987
F_ALL,4.65594157921862
F_ALL,5.395457594139434
F_ALL,4.971542103054137
F_ALL,5.484057850142254
F_ALL,6.069653447302536
F_ALL,6.9988743387005234
F_ALL,4.556521090121223
F_ALL,3.791850124765521
F_ALL,4.915265756962112
F_ALL,5.3691040669760115
F_ALL,4.871680115248914
F_ALL,5.57812918241869
F_ALL,5.707267005156172
F_ALL,4.465763508924525
F_ALL,6.048434668866741
F_ALL,6.2154314062259
F_ALL,4.597611028288532
F_ALL,5.438159968983851
F_ALL,4.193847257524838
F_ALL,5.111238464142153
F_ALL,4.5824840620498994
F_ALL,5.612757392697734
F_ALL,5.032606477969501
F_ALL,5.620219922156378
F_ALL,5.87725184976357
F_ALL,5.584725894183561
F_ALL,4.7555106538280985
F_ALL,6.189923368613357
F_ALL,5.0367622550593065
F_ALL,5.836400029767062
F_ALL,4.853910443414889
F_ALL,5.4083566293277805
F_ALL,5.501680726304534
F_ALL,5.892705106673495
F_ALL,6.3478009996889755
F_ALL,4.916588454084785
F_ALL,5.2554975546847285
F_ALL,4.88313261464178
F_ALL,4.682950637269021
F_ALL,4.192750070637897
F_ALL,6.689373883187674
F_ALL,6.227851517128102
F_ALL,5.0774855578058
F_ALL,4.730146243348389
F_ALL,5.226847852926943
F_ALL,6.520783257336775
F_ALL,6.08390563940932
F_ALL,4.682892699515558
F_ALL,5.267866115114953
F_ALL,4.692148053911515
F_ALL,5.862232607648376
F_ALL,4.742054232831645
F_ALL,5.841315741297097
F_ALL,4.797689831244809
F_ALL,5.0567201810007125
F_ALL,5.897941567115397
F_ALL,4.30396824963653
F_ALL,5.433873538272395
F_ALL,5.325616542107807
F_ALL,6.685478564396565
F_ALL,4.75865615442144
F_ALL,5.58228229554294
F_ALL,6.509195922783543
F_ALL,5.108750185049843
F_ALL,4.310747719955274
F_ALL,4.359965586180031
F_ALL,6.054943792997673
F_ALL,4.051149843878394
F_ALL,4.81833249887388
F_ALL,5.843590087578991
F_ALL,5.394268108385347
F_ALL,5.601020283154842
F_ALL,4.722744718281121
F_ALL,4.388801330823586
F_ALL,4.786132721367355
F_ALL,3.552583235341885
F_ALL,5.67740272922731
F_ALL,3.844157377087493
F_ALL,6.038735888455775
F_ALL,7.459231344625091
F_ALL,6.255895278110933
F_ALL,6.084953507280782
F_ALL,5.417304460508979
F_ALL,5.181168332463421
F_ALL,5.540141931844945
F_ALL,5.565807370081313
F_ALL,5.611065829992138
F_ALL,4.772768600207044
F_ALL,4.288642545288441
F_ALL,5.243086488205068
F_ALL,4.518228406907022
F_ALL,4.879281041860541
F_ALL,4.602291398759852
F_ALL,4.665620591902414
F_ALL,5.7330852741794756
F_ALL,6.139176006730722
F_ALL,4.807789186122796
F_ALL,4.72888050345048
F_ALL,5.242597247652368
F_ALL,4.52117565843391
F_ALL,6.019814912749943
F_ALL,4.410007363176857
F_ALL,3.830195657662197
F_ALL,5.1302169431485005
F_ALL,3.717946451482309
F_ALL,5.003513538510528
F_ALL,5.073673320322635
F_ALL,4.310699150969213
F_ALL,5.027736962630779
F_ALL,4.904345733447925
F_ALL,6.251772610069562
F_ALL,4.662907847924051
F_ALL,5.826627805715458
F_ALL,5.206190448530198
F_ALL,4.616387201695725
F_ALL,4.656816653575933
F_ALL,6.473412402327739
F_ALL,4.589732833955165
F_ALL,4.616524579390689
F_ALL,6.760357821729149
F_ALL,5.446615898810733
F_ALL,6.094941024802164
F_ALL,5.440805251994824
F_ALL,4.568230677339798
F_ALL,5.065604401389163
F_ALL,4.9493026689254895
F_ALL,4.813306374922514
F_ALL,6.740391266204662
F_ALL,6.158768841846889
F_ALL,4.5074940542223105
F_ALL,3.576605102241414
F_ALL,5.260232836775402
F_ALL,4.073616484374945
F_ALL,5.41909941439063
F_ALL,4.873275496114687
F_ALL,7.1093527706182575
F_ALL,5.058553514207347
F_ALL,4.244028053126298
F_ALL,4.717363697324285
F_ALL,5.555284022119238
F_ALL,4.520581665883432
F_ALL,5.930337563741456
F_ALL,6.041910012328599
F_ALL,4.7691980278138075
F_ALL,6.973786880371041
F_ALL,6.093780426021539
F_ALL,5.366191471015276
F_ALL,6.24092475341354
F_ALL,4.48472931315541
F_ALL,4.832092425631825
F_ALL,5.9331724803923835
F_ALL,4.662392443646672
F_ALL,4.8508179967526965
F_ALL,6.347074461474649
F_ALL,4.622975293332921
F_ALL,4.927746422989933
F_ALL,4.4250070150449
F_ALL,6.128918817299901
F_ALL,6.112321695714246
F_ALL,5.732344882528008
F_ALL,5.096430204645326
F_ALL,4.837939345779904
F_ALL,4.110101963505668
F_ALL,4.400665933749902
F_ALL,4.559523009577851
F_ALL,4.671913587260528
F_ALL,4.491894750581818
F_ALL,5.858022630463342
F_ALL,5.756586624050386
F_ALL,5.903970781196438
F_ALL,5.137828398803406
F_ALL,5.9189036126369095
F_ALL,4.3776773555053845
F_ALL,5.5798781056102875
F_ALL,5.2309690748219895
F_ALL,7.48590601353769
F_ALL,4.771543974966859
F_ALL,5.006242035466917
F_ALL,4.966930607799056
F_ALL,4.829410792279865
F_ALL,6.7942124922262375
F_ALL,4.791905182306812
F_ALL,4.451739835023386
F_ALL,3.743673660239878
F_ALL,4.50998968607225
F_ALL,7.0961712469996625
F_ALL,3.6489003941500324
F_ALL,5.285622999292838
F_ALL,5.159417406128241
F_ALL,5.097565492630379
F_ALL,5.583237434509152
F_ALL,6.09401649277286
F_ALL,4.366422068828533
F_ALL,4.266815245906316
F_ALL,6.6733769211305045
F_ALL,4.554542396251174
F_ALL,4.96122829560098
F_ALL,5.767595510922782
F_ALL,4.895891296598026
F_ALL,5.6099569398229
F_ALL,5.739969307441453
F_ALL,4.888304431634462
F_ALL,4.028136190499283
F_ALL,4.9045983602105485
F_ALL,5.816100953582493
F_ALL,3.9751562379192875
F_ALL,4.946258616997322
F_ALL,5.973784722518012
F_ALL,5.561178573035892
F_ALL,5.264129867117424
F_ALL,4.922149239764113
F_ALL,5.786818282908034
F_ALL,4.366150003156347
F_ALL,4.65514485349246
F_ALL,5.431090386797629
F_ALL,4.997631226610125
F_ALL,5.593161323654812
F_ALL,3.6863026436871227
F_ALL,6.026386525764985
F_ALL,5.167060013692649
F_ALL,5.842265239890491
F_ALL,4.854033358145733
F_ALL,4.907978060719564
F_ALL,4.827899413734097
F_ALL,4.653353450586676
F_ALL,6.358849867380719
F_ALL,4.293440241833531
F_ALL,4.775023209339838
F_ALL,5.152326213044072
F_ALL,4.499769593098344
F_ALL,5.336791269296355
F_ALL,6.219598014386173
F_ALL,4.3583617090948525
F_ALL,5.514557281837363
F_ALL,5.061329648702639
F_ALL,5.413506960307721
F_ALL,4.002861968780725
F_ALL,4.8944775872703925
F_ALL,4.3138646739221835
F_ALL,3.933104051428329
F_ALL,5.298106743872309
F_ALL,4.997611992732069
F_ALL,5.38491438259
F_ALL,6.284194808165561
F_ALL,5.084246935809366
F_ALL,5.21126076625942
F_ALL,5.96459782726852
F_ALL,5.847268517069609
F_ALL,5.962047834160496
F_ALL,5.120633309659149
F_ALL,4.738692711823285
F_ALL,5.6257839335657955
F_ALL,5.397261429048804
F_ALL,6.469899880021679
F_ALL,6.109104077675731
F_ALL,4.938303685944055
F_ALL,5.570139327966758
F_ALL,4.273497622103126
F_ALL,6.568412860039185
F_ALL,4.075851995063365
F_ALL,5.774076567209318
F_ALL,6.872371122228361
F_ALL,5.746848037482587
F_ALL,4.159641294915603
F_ALL,4.323223802285935
F_ALL,4.375589063737036
F_ALL,4.132760119305817
F_ALL,4.725923637400496
F_ALL,5.510197965705849
F_ALL,5.933749997362123
F_ALL,5.328177777920415
F_ALL,5.573686064484471
F_ALL,3.668447555105681
F_ALL,6.307528263625272
F_ALL,4.958393638612084
F_ALL,5.05968022099853
F_ALL,5.068204836578721
F_ALL,5.40704511395307
F_ALL,6.473425317095718
F_ALL,3.7947921049135327
F_ALL,4.914240074256232
F_ALL,4.521509503176761
F_ALL,6.094490184887707
F_ALL,5.27866218632537
F_ALL,3.857587021151623
F_ALL,4.940923969821972
F_ALL,5.203060959799742
F_ALL,5.691345158610601
F_ALL,4.228359908943975
F_ALL,4.556615348089282
F_ALL,5.628665464767521
F_ALL,4.285509662344089
F_ALL,5.232705099611635
F_ALL,5.4214972999970135
F_ALL,6.062689809945055
F_ALL,4.145290128882276
F_ALL,5.2694084580746425
F_ALL,5.048403543349209
F_ALL,6.1361638742027305
F_ALL,4.658225788035103
F_ALL,3.897146263714139
F_ALL,4.9997848481425935
F_ALL,3.792055083476228
F_ALL,5.470256541105848
F_ALL,4.707080509988791
F_ALL,3.6833189463482054
F_ALL,4.606090564535525
F_ALL,4.947908982815076
F_ALL,5.955297509844828
F_ALL,5.180806176517129
F_ALL,4.8487718157864865
F_ALL,5.3989657657407735
F_ALL,4.182403337424044
F_ALL,5.8326460542486975
F_ALL,4.522611757403578
F_ALL,5.078107492604487
F_ALL,4.623872431349862
F_ALL,4.890286905077696
F_ALL,6.003609090220671
F_ALL,4.846728290771538
F_ALL,6.682736394336962
F_ALL,3.764465374777726
F_ALL,3.549597322480995
F_ALL,6.0999900599910015
F_ALL,5.188148495371504
F_ALL,5.293749611230243
F_ALL,6.2324051031492544
F_ALL,4.405995539079566
F_ALL,5.3372948682819255
F_ALL,4.142301615921598
F_ALL,4.207300133966698
F_ALL,5.8578269636003215
F_ALL,4.764457205813039
F_ALL,6.0542633185783155
F_ALL,5.846360791270499
F_ALL,7.011809890055603
F_ALL,7.421787320965405
F_ALL,6.114695657265078
F_ALL,6.432768314023345
F_ALL,5.406976533688188
F_ALL,6.197371256466108
F_ALL,5.172184664547705
F_ALL,5.455433112130845
F_ALL,5.025534574223921
F_ALL,4.4785794167027575
F_ALL,5.175972538281808
F_ALL,4.4326667461454425
F_ALL,5.412999969788291
F_ALL,6.034670041912833
F_ALL,5.151992528622158
F_ALL,4.2754255801810155
F_ALL,4.081266167852007
F_ALL,4.713868666862322
F_ALL,6.4584664510079115
F_ALL,4.91699931776338
F_ALL,5.139623331803299
F_ALL,5.14248297419196
F_ALL,4.850629522415124
F_ALL,4.275855342992401
F_ALL,4.930314324213919
F_ALL,6.055872193687958
F_ALL,5.7572849212348265
F_ALL,6.322161938772518
F_ALL,4.5392944330969724
F_ALL,4.64748631728481
F_ALL,3.566913009947765
F_ALL,5.802697472696896
F_ALL,5.152222807009868
F_ALL,5.0776854002402265
F_ALL,4.082083335051034
F_ALL,5.241818977760345
F_ALL,5.233010039089929
F_ALL,4.151431605672077
F_ALL,4.672747164744112
F_ALL,4.951799897603185
F_ALL,5.6112526688622495
F_ALL,4.771683973400901
F_ALL,6.005518910784371
F_ALL,5.073379749898653
F_ALL,5.61566600667519
F_ALL,5.007065081732388
F_ALL,4.092705701907963
F_ALL,4.783317891258957
F_ALL,5.895512154455466
F_ALL,5.616098676940911
F_ALL,5.3836871411410305
F_ALL,5.160200100616607
F_ALL,5.010446276076587
F_ALL,4.942387644689666
